TimePeriod,GeoType,GeoID,GeoRank,Geography,Number,Percent
2017-21,NTA2020,50101,10,Mott Haven-Port Morris,"11,956",61.4
2017-21,NTA2020,50102,10,Melrose,"8,689",62.6
2017-21,NTA2020,50201,10,Hunts Point,"2,667",59.4
2017-21,NTA2020,50202,10,Longwood,"7,348",57.6
2017-21,NTA2020,50301,10,Morrisania,"7,681",64.2
2017-21,NTA2020,50302,10,Claremont Village-Claremont (East),"4,474",54.1
2017-21,NTA2020,50303,10,Crotona Park East,"5,095",53.6
2017-21,NTA2020,50401,10,Concourse-Concourse Village,"14,101",61.3
2017-21,NTA2020,50402,10,Highbridge,"6,384",56.4
2017-21,NTA2020,50403,10,Mount Eden-Claremont (West),"9,863",58.8
2017-21,NTA2020,50501,10,University Heights (South)-Morris Heights,"10,100",58.0
2017-21,NTA2020,50502,10,Mount Hope,"9,669",60.2
2017-21,NTA2020,50503,10,Fordham Heights,"6,241",59.5
2017-21,NTA2020,50601,10,West Farms,"3,925",62.9
2017-21,NTA2020,50602,10,Tremont,"5,986",58.5
2017-21,NTA2020,50603,10,Belmont,"6,884",61.3
2017-21,NTA2020,50701,10,University Heights (North)-Fordham,"9,240",63.2
2017-21,NTA2020,50702,10,Bedford Park,"11,551",59.7
2017-21,NTA2020,50703,10,Norwood,"8,129",58.2
2017-21,NTA2020,50801,10,Kingsbridge Heights-Van Cortlandt Village,"6,176",56.9
2017-21,NTA2020,50802,10,Kingsbridge-Marble Hill,"4,649",54.7
2017-21,NTA2020,50803,10,Riverdale-Spuyten Duyvil,"3,940",44.6
2017-21,NTA2020,50901,10,Soundview-Bruckner-Bronx River,"11,725",56.6
2017-21,NTA2020,50902,10,Soundview-Clason Point,"4,672",48.9
2017-21,NTA2020,50903,10,Castle Hill-Unionport,"4,578",53.8
2017-21,NTA2020,50904,10,Parkchester,"5,035",49.1
2017-21,NTA2020,51001,10,Westchester Square,"2,585",63.1
2017-21,NTA2020,51002,10,Throgs Neck-Schuylerville,"3,688",44.8
2017-21,NTA2020,51003,10,Pelham Bay-Country Club-City Island,"3,565",56.5
2017-21,NTA2020,51004,10,Co-op City,"4,095",43.3
2017-21,NTA2020,51101,10,Pelham Parkway-Van Nest,"4,706",54.6
2017-21,NTA2020,51102,10,Morris Park,"2,805",55.7
2017-21,NTA2020,51103,10,Pelham Gardens,"1,944",48.3
2017-21,NTA2020,51104,10,Allerton,"6,839",55.8
2017-21,NTA2020,51201,10,Williamsbridge-Olinville,"9,456",64.6
2017-21,NTA2020,51202,10,Eastchester-Edenwald-Baychester,"5,472",51.1
2017-21,NTA2020,51203,10,Wakefield-Woodlawn,"5,077",50.6
2017-21,NTA2020,470101,10,Greenpoint,"5,260",36.7
2017-21,NTA2020,470102,10,Williamsburg,"9,099",40.6
2017-21,NTA2020,470103,10,South Williamsburg,"5,708",63.7
2017-21,NTA2020,470104,10,East Williamsburg,"9,254",46.7
2017-21,NTA2020,470201,10,Brooklyn Heights,"1,923",31.1
2017-21,NTA2020,470202,10,Downtown Brooklyn-DUMBO-Boerum Hill,"5,245",40.8
2017-21,NTA2020,470203,10,Fort Greene,"5,053",43.8
2017-21,NTA2020,470204,10,Clinton Hill,"2,860",38.6
2017-21,NTA2020,470301,10,Bedford-Stuyvesant (West),"12,331",48.1
2017-21,NTA2020,470302,10,Bedford-Stuyvesant (East),"12,401",48.8
2017-21,NTA2020,470401,10,Bushwick (West),"9,557",53.2
2017-21,NTA2020,470402,10,Bushwick (East),"9,564",54.4
2017-21,NTA2020,470501,10,Cypress Hills,"4,872",54.2
2017-21,NTA2020,470502,10,East New York (North),"5,620",58.6
2017-21,NTA2020,470503,10,East New York-New Lots,"7,145",52.1
2017-21,NTA2020,470504,10,Spring Creek-Starrett City,"3,443",47.8
2017-21,NTA2020,470505,10,East New York-City Line,"6,859",55.3
2017-21,NTA2020,470601,10,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,"6,538",36.9
2017-21,NTA2020,470602,10,Park Slope,"4,363",31.4
2017-21,NTA2020,470701,10,Windsor Terrace-South Slope,"2,559",40.7
2017-21,NTA2020,470702,10,Sunset Park (West),"6,082",50.1
2017-21,NTA2020,470703,10,Sunset Park (Central),"5,201",53.8
2017-21,NTA2020,470801,10,Prospect Heights,"2,418",36.1
2017-21,NTA2020,470802,10,Crown Heights (North),"14,765",49.1
2017-21,NTA2020,470901,10,Crown Heights (South),"8,383",51.2
2017-21,NTA2020,470902,10,Prospect Lefferts Gardens-Wingate,"7,385",48.6
2017-21,NTA2020,471001,10,Bay Ridge,"9,318",44.4
2017-21,NTA2020,471002,10,Dyker Heights,"3,852",53.4
2017-21,NTA2020,471101,10,Bensonhurst,"12,701",55.7
2017-21,NTA2020,471102,10,Bath Beach,"3,582",54.0
2017-21,NTA2020,471103,10,Gravesend (West),"6,513",56.2
2017-21,NTA2020,471201,10,Sunset Park (East)-Borough Park (West),"4,046",58.1
2017-21,NTA2020,471202,10,Borough Park,"8,845",64.3
2017-21,NTA2020,471203,10,Kensington,"4,948",55.6
2017-21,NTA2020,471204,10,Mapleton-Midwood (West),"3,702",56.3
2017-21,NTA2020,471301,10,Gravesend (South),"3,857",57.0
2017-21,NTA2020,471302,10,Coney Island-Sea Gate,"8,641",58.9
2017-21,NTA2020,471303,10,Brighton Beach,"6,345",63.5
2017-21,NTA2020,471401,10,Flatbush,"10,962",48.8
2017-21,NTA2020,471402,10,Flatbush (West)-Ditmas Park-Parkville,"5,285",49.9
2017-21,NTA2020,471403,10,Midwood,"6,807",55.6
2017-21,NTA2020,471501,10,Gravesend (East)-Homecrest,"6,037",54.4
2017-21,NTA2020,471502,10,Madison,"3,998",49.5
2017-21,NTA2020,471503,10,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,"6,300",50.4
2017-21,NTA2020,471601,10,Ocean Hill,"6,539",53.7
2017-21,NTA2020,471602,10,Brownsville,"10,849",62.4
2017-21,NTA2020,471701,10,East Flatbush-Erasmus,"6,808",50.0
2017-21,NTA2020,471702,10,East Flatbush-Farragut,"3,284",50.8
2017-21,NTA2020,471703,10,East Flatbush-Rugby,"4,635",53.9
2017-21,NTA2020,471704,10,East Flatbush-Remsen Village,"6,793",58.8
2017-21,NTA2020,471801,10,Flatlands,"4,585",47.8
2017-21,NTA2020,471802,10,Marine Park-Mill Basin-Bergen Beach,"2,015",47.9
2017-21,NTA2020,471803,10,Canarsie,"6,875",45.6
2017-21,NTA2020,610101,10,Financial District-Battery Park City,"5,742",33.5
2017-21,NTA2020,610102,10,Tribeca-Civic Center,"1,768",31.0
2017-21,NTA2020,610201,10,SoHo-Little Italy-Hudson Square,"3,572",38.2
2017-21,NTA2020,610202,10,Greenwich Village,"3,676",38.9
2017-21,NTA2020,610203,10,West Village,"4,661",35.6
2017-21,NTA2020,610301,10,Chinatown-Two Bridges,"8,228",51.4
2017-21,NTA2020,610302,10,Lower East Side,"8,102",49.9
2017-21,NTA2020,610303,10,East Village,"12,405",43.3
2017-21,NTA2020,610401,10,Chelsea-Hudson Yards,"10,514",40.4
2017-21,NTA2020,610402,10,Hell's Kitchen,"12,422",44.8
2017-21,NTA2020,610501,10,Midtown South-Flatiron-Union Square,"3,795",37.4
2017-21,NTA2020,610502,10,Midtown-Times Square,"3,164",36.7
2017-21,NTA2020,610601,10,Stuyvesant Town-Peter Cooper Village,"3,143",29.7
2017-21,NTA2020,610602,10,Gramercy,"3,619",43.7
2017-21,NTA2020,610603,10,Murray Hill-Kips Bay,"9,357",43.4
2017-21,NTA2020,610604,10,East Midtown-Turtle Bay,"5,086",39.7
2017-21,NTA2020,610701,10,Upper West Side-Lincoln Square,"7,735",35.8
2017-21,NTA2020,610702,10,Upper West Side (Central),"12,100",40.5
2017-21,NTA2020,610703,10,Upper West Side-Manhattan Valley,"6,942",42.9
2017-21,NTA2020,610801,10,Upper East Side-Lenox Hill-Roosevelt Island,"12,285",41.0
2017-21,NTA2020,610802,10,Upper East Side-Carnegie Hill,"3,967",37.5
2017-21,NTA2020,610803,10,Upper East Side-Yorkville,"11,185",37.5
2017-21,NTA2020,610901,10,Morningside Heights,"4,595",46.8
2017-21,NTA2020,610902,10,Manhattanville-West Harlem,"4,271",53.7
2017-21,NTA2020,610903,10,Hamilton Heights-Sugar Hill,"8,118",50.4
2017-21,NTA2020,611001,10,Harlem (South),"6,671",41.0
2017-21,NTA2020,611002,10,Harlem (North),"15,046",48.9
2017-21,NTA2020,611101,10,East Harlem (South),"12,190",51.9
2017-21,NTA2020,611102,10,East Harlem (North),"13,006",51.6
2017-21,NTA2020,611201,10,Washington Heights (South),"14,123",53.5
2017-21,NTA2020,611202,10,Washington Heights (North),"12,230",49.3
2017-21,NTA2020,611203,10,Inwood,"6,409",45.5
2017-21,NTA2020,810101,10,Astoria (North)-Ditmars-Steinway,"5,580",41.6
2017-21,NTA2020,810102,10,Old Astoria-Hallets Point,"2,365",51.5
2017-21,NTA2020,810103,10,Astoria (Central),"6,926",35.8
2017-21,NTA2020,810104,10,Astoria (East)-Woodside (North),"5,622",46.3
2017-21,NTA2020,810105,10,Queensbridge-Ravenswood-Dutch Kills,"4,556",46.2
2017-21,NTA2020,810201,10,Long Island City-Hunters Point,"2,840",32.9
2017-21,NTA2020,810202,10,Sunnyside,"7,856",48.7
2017-21,NTA2020,810203,10,Woodside,"5,683",48.2
2017-21,NTA2020,810301,10,Jackson Heights,"12,095",58.6
2017-21,NTA2020,810302,10,East Elmhurst,"2,137",65.5
2017-21,NTA2020,810303,10,North Corona,"4,019",56.0
2017-21,NTA2020,810401,10,Elmhurst,"13,314",58.4
2017-21,NTA2020,810402,10,Corona,"8,953",54.5
2017-21,NTA2020,810501,10,Maspeth,"3,253",50.0
2017-21,NTA2020,810502,10,Ridgewood,"8,771",45.5
2017-21,NTA2020,810503,10,Glendale,"2,812",42.4
2017-21,NTA2020,810504,10,Middle Village,"2,571",46.7
2017-21,NTA2020,810601,10,Rego Park,"3,606",51.2
2017-21,NTA2020,810602,10,Forest Hills,"8,955",44.0
2017-21,NTA2020,810701,10,College Point,"2,620",58.8
2017-21,NTA2020,810702,10,Whitestone-Beechhurst,"1,579",47.8
2017-21,NTA2020,810703,10,Bay Terrace-Clearview,892,36.7
2017-21,NTA2020,810704,10,Murray Hill-Broadway Flushing,"5,556",56.7
2017-21,NTA2020,810705,10,East Flushing,"3,664",59.0
2017-21,NTA2020,810706,10,Queensboro Hill,"1,803",60.4
2017-21,NTA2020,810707,10,Flushing-Willets Point,"9,833",54.5
2017-21,NTA2020,810801,10,Kew Gardens Hills,"2,923",49.6
2017-21,NTA2020,810802,10,Pomonok-Electchester-Hillcrest,"3,303",47.8
2017-21,NTA2020,810803,10,Fresh Meadows-Utopia,"1,952",48.0
2017-21,NTA2020,810804,10,Jamaica Estates-Holliswood,"1,944",47.9
2017-21,NTA2020,810805,10,Jamaica Hills-Briarwood,"4,001",48.4
2017-21,NTA2020,810901,10,Kew Gardens,"2,429",42.9
2017-21,NTA2020,810902,10,Richmond Hill,"2,835",50.8
2017-21,NTA2020,810903,10,South Richmond Hill,"1,668",60.6
2017-21,NTA2020,810904,10,Ozone Park (North),"1,915",50.7
2017-21,NTA2020,810905,10,Woodhaven,"2,852",51.6
2017-21,NTA2020,811001,10,South Ozone Park,"4,061",56.9
2017-21,NTA2020,811002,10,Ozone Park,"1,471",50.9
2017-21,NTA2020,811003,10,Howard Beach-Lindenwood,"1,354",48.0
2017-21,NTA2020,811101,10,Auburndale,"2,151",53.0
2017-21,NTA2020,811102,10,Bayside,"1,933",44.7
2017-21,NTA2020,811103,10,Douglaston-Little Neck,"1,286",52.7
2017-21,NTA2020,811104,10,Oakland Gardens-Hollis Hills,"1,350",48.5
2017-21,NTA2020,811201,10,Jamaica,"8,045",61.4
2017-21,NTA2020,811202,10,South Jamaica,"3,278",50.8
2017-21,NTA2020,811203,10,Baisley Park,"2,335",50.3
2017-21,NTA2020,811204,10,Springfield Gardens (North)-Rochdale Village,"3,846",51.0
2017-21,NTA2020,811205,10,St. Albans,"2,108",55.4
2017-21,NTA2020,811206,10,Hollis,"1,532",50.4
2017-21,NTA2020,811301,10,Glen Oaks-Floral Park-New Hyde Park,742,33.0
2017-21,NTA2020,811302,10,Bellerose,"1,126",47.8
2017-21,NTA2020,811303,10,Queens Village,"2,388",52.5
2017-21,NTA2020,811304,10,Cambria Heights,488,54.3
2017-21,NTA2020,811305,10,Laurelton,655,37.5
2017-21,NTA2020,811306,10,Springfield Gardens (South)-Brookville,812,37.9
2017-21,NTA2020,811307,10,Rosedale,"1,630",60.6
2017-21,NTA2020,811401,10,Far Rockaway-Bayswater,"7,915",55.5
2017-21,NTA2020,811402,10,Rockaway Beach-Arverne-Edgemere,"5,088",48.5
2017-21,NTA2020,811403,10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"1,491",46.2
2017-21,NTA2020,850101,10,St. George-New Brighton,"2,467",52.9
2017-21,NTA2020,850102,10,Tompkinsville-Stapleton-Clifton-Fox Hills,"2,192",55.8
2017-21,NTA2020,850103,10,Rosebank-Shore Acres-Park Hill,"2,217",51.0
2017-21,NTA2020,850104,10,West New Brighton-Silver Lake-Grymes Hill,"2,313",44.4
2017-21,NTA2020,850105,10,Westerleigh-Castleton Corners,931,40.5
2017-21,NTA2020,850106,10,Port Richmond,"1,625",54.1
2017-21,NTA2020,850107,10,Mariner's Harbor-Arlington-Graniteville,"2,164",55.3
2017-21,NTA2020,850201,10,Grasmere-Arrochar-South Beach-Dongan Hills,"2,109",46.7
2017-21,NTA2020,850202,10,New Dorp-Midland Beach,"1,537",51.9
2017-21,NTA2020,850203,10,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,"1,636",61.0
2017-21,NTA2020,850204,10,New Springville-Willowbrook-Bulls Head-Travis,"1,488",41.7
2017-21,NTA2020,850301,10,Oakwood-Richmondtown,"1,248",54.6
2017-21,NTA2020,850302,10,Great Kills-Eltingville,"1,253",33.6
2017-21,NTA2020,850303,10,Arden Heights-Rossville,500,33.6
2017-21,NTA2020,850304,10,Annadale-Huguenot-Prince's Bay-Woodrow,"1,362",49.6
2017-21,NTA2020,850305,10,Tottenville-Charleston,829,54.9
2017-21,CDTA2020,501,7,Melrose-Mott Haven-Port Morris (CD 1),"20,645",61.9
2017-21,CDTA2020,502,7,Longwood-Hunts Point (CD 2),"10,015",58.1
2017-21,CDTA2020,503,7,Morrisania-Crotona Park East (CD 3),"17,250",58.0
2017-21,CDTA2020,504,7,Highbridge-Concourse (CD 4),"30,348",59.4
2017-21,CDTA2020,505,7,Morris Heights-Mount Hope (CD 5),"26,010",59.2
2017-21,CDTA2020,506,7,Tremont-Belmont-West Farms (CD 6),"16,795",60.6
2017-21,CDTA2020,507,7,Fordham-Bedford Park-Norwood (CD 7),"28,920",60.3
2017-21,CDTA2020,508,7,Riverdale-Kingsbridge-Marble Hill (CD 8),"14,765",52.4
2017-21,CDTA2020,509,7,Soundview-Parkchester (CD 9),"26,010",53.0
2017-21,CDTA2020,510,7,Co-op City-Throgs Neck (CD 10),"13,933",49.6
2017-21,CDTA2020,511,7,Pelham Parkway-Morris Park (CD 11),"16,294",54.5
2017-21,CDTA2020,512,7,Wakefield-Williamsbridge-Eastchester (CD 12),"20,005",56.6
2017-21,CDTA2020,4701,7,Williamsburg-Greenpoint (CD 1),"29,321",44.7
2017-21,CDTA2020,4702,7,Downtown Brooklyn-Fort Greene (CD 2),"15,081",39.7
2017-21,CDTA2020,4703,7,Bedford-Stuyvesant (CD 3),"24,732",48.5
2017-21,CDTA2020,4704,7,Bushwick (CD 4),"19,121",53.8
2017-21,CDTA2020,4705,7,East New York-Cypress Hills (CD 5),"27,939",53.9
2017-21,CDTA2020,4706,7,Park Slope-Carroll Gardens (CD 6),"10,901",34.5
2017-21,CDTA2020,4707,7,Sunset Park-Windsor Terrace (CD 7),"13,842",49.3
2017-21,CDTA2020,4708,7,Crown Heights (North) (CD 8),"17,183",46.8
2017-21,CDTA2020,4709,7,Crown Heights (South) (CD 9),"15,768",49.9
2017-21,CDTA2020,4710,7,Bay Ridge-Dyker Heights (CD 10),"13,170",46.7
2017-21,CDTA2020,4711,7,Bensonhurst-Bath Beach (CD 11),"22,796",55.5
2017-21,CDTA2020,4712,7,Borough Park-Kensington (CD 12),"21,541",59.5
2017-21,CDTA2020,4713,7,Coney Island-Brighton Beach (CD 13),"18,843",60.0
2017-21,CDTA2020,4714,7,Flatbush-Midwood (CD 14),"23,054",50.9
2017-21,CDTA2020,4715,7,Sheepshead Bay-Gravesend (East) (CD 15),"16,335",51.6
2017-21,CDTA2020,4716,7,Ocean Hill-Brownsville (CD 16),"17,388",58.8
2017-21,CDTA2020,4717,7,East Flatbush (CD 17),"21,520",53.5
2017-21,CDTA2020,4718,7,Canarsie-Flatlands (CD 18),"13,475",46.6
2017-21,CDTA2020,6101,7,Financial District-Tribeca (CD 1),"7,510",32.9
2017-21,CDTA2020,6102,7,Greenwich Village-SoHo (CD 2),"11,909",37.3
2017-21,CDTA2020,6103,7,Lower East Side-Chinatown (CD 3),"28,735",47.2
2017-21,CDTA2020,6104,7,Chelsea-Hell's Kitchen (CD 4),"22,936",42.7
2017-21,CDTA2020,6105,7,Midtown-Flatiron-Union Square (CD 5),"6,959",37.1
2017-21,CDTA2020,6106,7,East Midtown-Murray Hill (CD 6),"21,205",39.8
2017-21,CDTA2020,6107,7,Upper West Side (CD 7),"26,777",39.6
2017-21,CDTA2020,6108,7,Upper East Side-Roosevelt Island (CD 8),"27,437",39.0
2017-21,CDTA2020,6109,7,Morningside Heights-Hamilton Heights (CD 9),"16,984",50.1
2017-21,CDTA2020,6110,7,Harlem (CD 10),"21,717",46.2
2017-21,CDTA2020,6111,7,East Harlem (CD 11),"25,196",51.8
2017-21,CDTA2020,6112,7,Washington Heights-Inwood (CD 12),"32,762",50.2
2017-21,CDTA2020,8101,7,Astoria-Queensbridge (CD 1),"25,049",42.2
2017-21,CDTA2020,8102,7,Long Island City-Sunnyside-Woodside (CD 2),"16,379",44.8
2017-21,CDTA2020,8103,7,Jackson Heights-East Elmhurst (CD 3),"18,251",58.7
2017-21,CDTA2020,8104,7,Elmhurst-Corona (CD 4),"22,267",56.8
2017-21,CDTA2020,8105,7,Ridgewood-Maspeth-Middle Village (CD 5),"17,407",45.9
2017-21,CDTA2020,8106,7,Forest Hills-Rego Park (CD 6),"12,561",45.8
2017-21,CDTA2020,8107,7,Flushing-Murray Hill-Whitestone (CD 7),"25,947",54.9
2017-21,CDTA2020,8108,7,Fresh Meadows-Hillcrest-Briarwood (CD 8),"14,123",48.4
2017-21,CDTA2020,8109,7,Kew Gardens-Richmond Hill-Woodhaven (CD 9),"11,699",50.2
2017-21,CDTA2020,8110,7,South Ozone Park-Howard Beach (CD 10),"6,886",53.6
2017-21,CDTA2020,8111,7,Auburndale-Bayside-Douglaston (CD 11),"6,720",49.4
2017-21,CDTA2020,8112,7,Jamaica-St. Albans-Hollis (CD 12),"21,144",54.8
2017-21,CDTA2020,8113,7,Queens Village-Bellerose-Rosedale (CD 13),"7,841",47.2
2017-21,CDTA2020,8114,7,The Rockaways (CD 14),"14,494",51.8
2017-21,CDTA2020,8501,7,North Shore (CD 1),"13,909",50.8
2017-21,CDTA2020,8502,7,Mid-Island (CD 2),"6,770",49.3
2017-21,CDTA2020,8503,7,South Shore (CD 3),"5,192",44.2
2017-21,UHF42,101,4,Kingsbridge - Riverdale,"12,430",50.9
2017-21,UHF42,102,4,Northeast Bronx,"21,805",52.0
2017-21,UHF42,103,4,Fordham - Bronx Pk,"51,800",59.8
2017-21,UHF42,104,4,Pelham - Throgs Neck,"41,283",53.0
2017-21,UHF42,105,4,Crotona - Tremont,"40,547",58.1
2017-21,UHF42,106,4,High Bridge - Morrisania,"45,186",60.5
2017-21,UHF42,107,4,Hunts Point - Mott Haven,"27,954",60.1
2017-21,UHF42,201,4,Greenpoint,"15,269",41.0
2017-21,UHF42,202,4,Downtown - Heights - Slope,"28,329",38.5
2017-21,UHF42,203,4,Bedford Stuyvesant - Crown Heights,"57,091",51.2
2017-21,UHF42,204,4,East New York,"27,288",55.3
2017-21,UHF42,205,4,Sunset Park,"14,159",53.0
2017-21,UHF42,206,4,Borough Park,"40,737",57.4
2017-21,UHF42,207,4,East Flatbush - Flatbush,"40,563",49.8
2017-21,UHF42,208,4,Canarsie - Flatlands,"16,268",46.3
2017-21,UHF42,209,4,Bensonhurst - Bay Ridge,"22,652",49.0
2017-21,UHF42,210,4,Coney Island - Sheepshead Bay,"37,933",56.1
2017-21,UHF42,211,4,Williamsburg - Bushwick,"36,048",51.4
2017-21,UHF42,301,4,Washington Heights,"42,748",50.6
2017-21,UHF42,302,4,Central Harlem - Morningside Heights,"29,473",47.1
2017-21,UHF42,303,4,East Harlem,"22,810",52.3
2017-21,UHF42,304,4,Upper West Side,"27,751",39.7
2017-21,UHF42,305,4,Upper East Side,"27,538",38.9
2017-21,UHF42,306,4,Chelsea - Clinton,"28,636",40.9
2017-21,UHF42,307,4,Gramercy Park - Murray Hill,"20,083",41.2
2017-21,UHF42,308,4,Greenwich Village - SoHo,"11,569",37.5
2017-21,UHF42,309,4,Union Square - Lower East Side,"32,010",44.8
2017-21,UHF42,310,4,Lower Manhattan,"7,509",34.3
2017-21,UHF42,401,4,Long Island City - Astoria,"30,784",41.4
2017-21,UHF42,402,4,West Queens,"54,516",55.5
2017-21,UHF42,403,4,Flushing - Clearview,"26,779",54.9
2017-21,UHF42,404,4,Bayside - Little Neck,"5,235",48.9
2017-21,UHF42,405,4,Ridgewood - Forest Hills,"26,614",45.1
2017-21,UHF42,406,4,Fresh Meadows,"8,509",48.5
2017-21,UHF42,407,4,Southwest Queens,"18,585",51.4
2017-21,UHF42,408,4,Jamaica,"26,837",53.5
2017-21,UHF42,409,4,Southeast Queens,"10,481",45.3
2017-21,UHF42,410,4,Rockaways,"14,494",51.8
2017-21,UHF42,501,4,Port Richmond,"4,750",52.3
2017-21,UHF42,502,4,Stapleton - St. George,"10,665",50.7
2017-21,UHF42,503,4,Willowbrook,"3,732",47.1
2017-21,UHF42,504,4,South Beach - Tottenville,"6,770",44.9
2017-21,Borough,1,1,Bronx,"238,915",57.2
2017-21,Borough,2,1,Brooklyn,"342,201",50.1
2017-21,Borough,3,1,Manhattan,"252,217",43.6
2017-21,Borough,4,1,Queens,"220,768",50.1
2017-21,Borough,5,1,Staten Island,"25,917",48.8
2017-21,Citywide,1,0,New York City,"1,080,018",49.7
2016-20,NTA2020,50101,10,Mott Haven-Port Morris,"10,927",58.5
2016-20,NTA2020,50102,10,Melrose,"8,292",61.5
2016-20,NTA2020,50201,10,Hunts Point,"2,746",62.3
2016-20,NTA2020,50202,10,Longwood,"7,208",57.8
2016-20,NTA2020,50301,10,Morrisania,"7,149",59.7
2016-20,NTA2020,50302,10,Claremont Village-Claremont (East),"4,188",52.0
2016-20,NTA2020,50303,10,Crotona Park East,"4,801",53.9
2016-20,NTA2020,50401,10,Concourse-Concourse Village,"13,682",60.5
2016-20,NTA2020,50402,10,Highbridge,"6,214",56.6
2016-20,NTA2020,50403,10,Mount Eden-Claremont (West),"9,342",57.8
2016-20,NTA2020,50501,10,University Heights (South)-Morris Heights,"10,265",59.2
2016-20,NTA2020,50502,10,Mount Hope,"9,305",61.3
2016-20,NTA2020,50503,10,Fordham Heights,"6,073",60.2
2016-20,NTA2020,50601,10,West Farms,"3,564",60.2
2016-20,NTA2020,50602,10,Tremont,"5,839",59.2
2016-20,NTA2020,50603,10,Belmont,"7,103",62.3
2016-20,NTA2020,50701,10,University Heights (North)-Fordham,"9,004",62.8
2016-20,NTA2020,50702,10,Bedford Park,"11,073",59.2
2016-20,NTA2020,50703,10,Norwood,"8,225",60.4
2016-20,NTA2020,50801,10,Kingsbridge Heights-Van Cortlandt Village,"6,579",62.0
2016-20,NTA2020,50802,10,Kingsbridge-Marble Hill,"4,452",53.7
2016-20,NTA2020,50803,10,Riverdale-Spuyten Duyvil,"3,758",43.1
2016-20,NTA2020,50901,10,Soundview-Bruckner-Bronx River,"11,661",57.1
2016-20,NTA2020,50902,10,Soundview-Clason Point,"4,144",45.5
2016-20,NTA2020,50903,10,Castle Hill-Unionport,"4,791",54.0
2016-20,NTA2020,50904,10,Parkchester,"4,382",44.5
2016-20,NTA2020,51001,10,Westchester Square,"2,366",60.3
2016-20,NTA2020,51002,10,Throgs Neck-Schuylerville,"3,867",45.3
2016-20,NTA2020,51003,10,Pelham Bay-Country Club-City Island,"3,330",52.7
2016-20,NTA2020,51004,10,Co-op City,"3,565",42.7
2016-20,NTA2020,51101,10,Pelham Parkway-Van Nest,"4,717",55.7
2016-20,NTA2020,51102,10,Morris Park,"2,665",53.3
2016-20,NTA2020,51103,10,Pelham Gardens,"1,853",46.4
2016-20,NTA2020,51104,10,Allerton,"6,977",58.3
2016-20,NTA2020,51201,10,Williamsbridge-Olinville,"9,175",63.5
2016-20,NTA2020,51202,10,Eastchester-Edenwald-Baychester,"5,496",52.8
2016-20,NTA2020,51203,10,Wakefield-Woodlawn,"5,172",51.9
2016-20,NTA2020,470101,10,Greenpoint,"5,387",38.9
2016-20,NTA2020,470102,10,Williamsburg,"8,626",39.6
2016-20,NTA2020,470103,10,South Williamsburg,"5,506",61.6
2016-20,NTA2020,470104,10,East Williamsburg,"9,144",46.7
2016-20,NTA2020,470201,10,Brooklyn Heights,"1,910",30.6
2016-20,NTA2020,470202,10,Downtown Brooklyn-DUMBO-Boerum Hill,"4,689",38.8
2016-20,NTA2020,470203,10,Fort Greene,"4,430",39.8
2016-20,NTA2020,470204,10,Clinton Hill,"2,795",39.0
2016-20,NTA2020,470301,10,Bedford-Stuyvesant (West),"12,597",49.4
2016-20,NTA2020,470302,10,Bedford-Stuyvesant (East),"12,029",47.2
2016-20,NTA2020,470401,10,Bushwick (West),"9,901",54.8
2016-20,NTA2020,470402,10,Bushwick (East),"9,689",55.0
2016-20,NTA2020,470501,10,Cypress Hills,"5,038",55.9
2016-20,NTA2020,470502,10,East New York (North),"5,883",58.7
2016-20,NTA2020,470503,10,East New York-New Lots,"7,028",51.8
2016-20,NTA2020,470504,10,Spring Creek-Starrett City,"4,035",55.8
2016-20,NTA2020,470505,10,East New York-City Line,"6,310",51.1
2016-20,NTA2020,470601,10,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,"6,421",37.3
2016-20,NTA2020,470602,10,Park Slope,"4,515",32.3
2016-20,NTA2020,470701,10,Windsor Terrace-South Slope,"2,354",37.7
2016-20,NTA2020,470702,10,Sunset Park (West),"6,513",52.0
2016-20,NTA2020,470703,10,Sunset Park (Central),"5,068",51.5
2016-20,NTA2020,470801,10,Prospect Heights,"2,408",37.8
2016-20,NTA2020,470802,10,Crown Heights (North),"14,948",49.6
2016-20,NTA2020,470901,10,Crown Heights (South),"8,499",51.1
2016-20,NTA2020,470902,10,Prospect Lefferts Gardens-Wingate,"7,685",50.7
2016-20,NTA2020,471001,10,Bay Ridge,"8,989",44.7
2016-20,NTA2020,471002,10,Dyker Heights,"3,956",54.4
2016-20,NTA2020,471101,10,Bensonhurst,"11,936",54.9
2016-20,NTA2020,471102,10,Bath Beach,"3,470",53.2
2016-20,NTA2020,471103,10,Gravesend (West),"6,670",56.6
2016-20,NTA2020,471201,10,Sunset Park (East)-Borough Park (West),"3,947",56.3
2016-20,NTA2020,471202,10,Borough Park,"9,329",68.1
2016-20,NTA2020,471203,10,Kensington,"4,695",53.5
2016-20,NTA2020,471204,10,Mapleton-Midwood (West),"3,748",58.1
2016-20,NTA2020,471301,10,Gravesend (South),"3,705",55.3
2016-20,NTA2020,471302,10,Coney Island-Sea Gate,"8,589",59.3
2016-20,NTA2020,471303,10,Brighton Beach,"6,262",64.4
